label,title,description,text_len,text_clean,tfidf_1009,tfidf_101,tfidf_1010,tfidf_1011,tfidf_1012,tfidf_1013,tfidf_1014,tfidf_1015,tfidf_1016,tfidf_1017,tfidf_advertising,tfidf_analysts,tfidf_behaviors,tfidf_broadcasts,tfidf_build,tfidf_buying,tfidf_championship,tfidf_comprehensive,tfidf_compress,tfidf_consumer,tfidf_corporate,tfidf_description,tfidf_developers,tfidf_estate,tfidf_family,tfidf_higher,tfidf_highlights,tfidf_homes,tfidf_index,tfidf_land,tfidf_longterm,tfidf_margins,tfidf_masterplanned,tfidf_mixed,tfidf_parcels,tfidf_project,tfidf_reactions,tfidf_real,tfidf_rental,tfidf_returns,tfidf_shifts,tfidf_soccer,tfidf_sports,tfidf_stocks,tfidf_street,tfidf_study,tfidf_suburban,tfidf_technology,tfidf_units,tfidf_wall
3,Champions League matches resume next week. index 0,A comprehensive study of consumer behaviors highlights shifts toward long-term rental units. detail description index 0,119,a comprehensive study of consumer behaviors highlights shifts toward longterm rental units detail description index 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32660201779668513,0.0,0.0,0.0,0.0,0.32660201779668513,0.0,0.32660201779668513,0.0,0.14138616930273656,0.0,0.0,0.0,0.0,0.32660201779668513,0.0,0.14138616930273656,0.0,0.32660201779668513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32660201779668513,0.0,0.32660201779668513,0.0,0.0,0.0,0.0,0.32660201779668513,0.0,0.0,0.32660201779668513,0.0
4,Real estate prices surge in downtown metropolitan areas. index 1,Real estate developers are buying suburban land parcels to build master-planned family homes. detail description index 1,120,real estate developers are buying suburban land parcels to build masterplanned family homes detail description index 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29677160655458884,0.29677160655458884,0.0,0.0,0.0,0.0,0.0,0.12488544545520805,0.29677160655458884,0.29677160655458884,0.29677160655458884,0.0,0.0,0.29677160655458884,0.12488544545520805,0.29677160655458884,0.0,0.0,0.29677160655458884,0.0,0.29677160655458884,0.0,0.0,0.29677160655458884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29677160655458884,0.0,0.0,0.0
1,Real estate prices surge in downtown metropolitan areas. index 2,Real estate developers are buying suburban land parcels to build master-planned family homes. detail description index 2,120,real estate developers are buying suburban land parcels to build masterplanned family homes detail description index 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29677160655458884,0.29677160655458884,0.0,0.0,0.0,0.0,0.0,0.12488544545520805,0.29677160655458884,0.29677160655458884,0.29677160655458884,0.0,0.0,0.29677160655458884,0.12488544545520805,0.29677160655458884,0.0,0.0,0.29677160655458884,0.0,0.29677160655458884,0.0,0.0,0.29677160655458884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29677160655458884,0.0,0.0,0.0
3,Champions League matches resume next week. index 3,A comprehensive study of consumer behaviors highlights shifts toward long-term rental units. detail description index 3,119,a comprehensive study of consumer behaviors highlights shifts toward longterm rental units detail description index 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32660201779668513,0.0,0.0,0.0,0.0,0.32660201779668513,0.0,0.32660201779668513,0.0,0.14138616930273656,0.0,0.0,0.0,0.0,0.32660201779668513,0.0,0.14138616930273656,0.0,0.32660201779668513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32660201779668513,0.0,0.32660201779668513,0.0,0.0,0.0,0.0,0.32660201779668513,0.0,0.0,0.32660201779668513,0.0
3,Champions League matches resume next week. index 4,Wall Street reactions to technology stocks are mixed as corporate margins compress. detail description index 4,110,wall street reactions to technology stocks are mixed as corporate margins compress detail description index 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3270991753760425,0.0,0.3270991753760425,0.13611606300289658,0.0,0.0,0.0,0.0,0.0,0.0,0.13611606300289658,0.0,0.0,0.3270991753760425,0.0,0.3270991753760425,0.0,0.0,0.3270991753760425,0.0,0.0,0.0,0.0,0.0,0.0,0.3270991753760425,0.3270991753760425,0.0,0.0,0.3270991753760425,0.0,0.3270991753760425
4,Champions League matches resume next week. index 5,Wall Street reactions to technology stocks are mixed as corporate margins compress. detail description index 5,110,wall street reactions to technology stocks are mixed as corporate margins compress detail description index 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3270991753760425,0.0,0.3270991753760425,0.13611606300289658,0.0,0.0,0.0,0.0,0.0,0.0,0.13611606300289658,0.0,0.0,0.3270991753760425,0.0,0.3270991753760425,0.0,0.0,0.3270991753760425,0.0,0.0,0.0,0.0,0.0,0.0,0.3270991753760425,0.3270991753760425,0.0,0.0,0.3270991753760425,0.0,0.3270991753760425
1,Local government proposes new zoning laws for high-density apartments. index 6,Real estate developers are buying suburban land parcels to build master-planned family homes. detail description index 6,120,real estate developers are buying suburban land parcels to build masterplanned family homes detail description index 6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29677160655458884,0.29677160655458884,0.0,0.0,0.0,0.0,0.0,0.12488544545520805,0.29677160655458884,0.29677160655458884,0.29677160655458884,0.0,0.0,0.29677160655458884,0.12488544545520805,0.29677160655458884,0.0,0.0,0.29677160655458884,0.0,0.29677160655458884,0.0,0.0,0.29677160655458884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29677160655458884,0.0,0.0,0.0
1,Real estate prices surge in downtown metropolitan areas. index 7,Wall Street reactions to technology stocks are mixed as corporate margins compress. detail description index 7,110,wall street reactions to technology stocks are mixed as corporate margins compress detail description index 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3270991753760425,0.0,0.3270991753760425,0.13611606300289658,0.0,0.0,0.0,0.0,0.0,0.0,0.13611606300289658,0.0,0.0,0.3270991753760425,0.0,0.3270991753760425,0.0,0.0,0.3270991753760425,0.0,0.0,0.0,0.0,0.0,0.0,0.3270991753760425,0.3270991753760425,0.0,0.0,0.3270991753760425,0.0,0.3270991753760425
3,Local government proposes new zoning laws for high-density apartments. index 8,A comprehensive study of consumer behaviors highlights shifts toward long-term rental units. detail description index 8,119,a comprehensive study of consumer behaviors highlights shifts toward longterm rental units detail description index 8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32660201779668513,0.0,0.0,0.0,0.0,0.32660201779668513,0.0,0.32660201779668513,0.0,0.14138616930273656,0.0,0.0,0.0,0.0,0.32660201779668513,0.0,0.14138616930273656,0.0,0.32660201779668513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32660201779668513,0.0,0.32660201779668513,0.0,0.0,0.0,0.0,0.32660201779668513,0.0,0.0,0.32660201779668513,0.0
2,Local government proposes new zoning laws for high-density apartments. index 9,Wall Street reactions to technology stocks are mixed as corporate margins compress. detail description index 9,110,wall street reactions to technology stocks are mixed as corporate margins compress detail description index 9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3270991753760425,0.0,0.3270991753760425,0.13611606300289658,0.0,0.0,0.0,0.0,0.0,0.0,0.13611606300289658,0.0,0.0,0.3270991753760425,0.0,0.3270991753760425,0.0,0.0,0.3270991753760425,0.0,0.0,0.0,0.0,0.0,0.0,0.3270991753760425,0.3270991753760425,0.0,0.0,0.3270991753760425,0.0,0.3270991753760425
